4497.60101	0.10271
4495.67236	0.10271
4493.74372	0.10271
4491.81507	0.10271
4489.88643	0.10271
4487.95778	0.09915
4486.02914	0.09665
4484.10049	0.09617
4482.17185	0.09811
4480.24320	0.10285
4478.31455	0.10884
4476.38591	0.11535
4474.45726	0.12211
4472.52862	0.12936
4470.59997	0.13675
4468.67133	0.14266
4466.74268	0.14525
4464.81404	0.14407
4462.88539	0.14028
4460.95675	0.13563
4459.02810	0.13143
4457.09946	0.12809
4455.17081	0.12507
4453.24216	0.12128
4451.31352	0.11593
4449.38487	0.10942
4447.45623	0.10327
4445.52758	0.09892
4443.59894	0.09665
4441.67029	0.09588
4439.74165	0.09617
4437.81300	0.09742
4435.88436	0.09932
4433.95571	0.10142
4432.02707	0.10363
4430.09842	0.10607
4428.16978	0.10874
4426.24113	0.11163
4424.31248	0.11495
4422.38384	0.11851
4420.45519	0.12103
4418.52655	0.12092
4416.59790	0.11773
4414.66926	0.11270
4412.74061	0.10781
4410.81197	0.10467
4408.88332	0.10398
4406.95468	0.10523
4405.02603	0.10676
4403.09739	0.10704
4401.16874	0.10609
4399.24009	0.10538
4397.31145	0.10624
4395.38280	0.10866
4393.45416	0.11143
4391.52551	0.11292
4389.59687	0.11197
4387.66822	0.10877
4385.73958	0.10480
4383.81093	0.10175
4381.88229	0.10024
4379.95364	0.09949
4378.02500	0.09805
4376.09635	0.09525
4374.16770	0.09180
4372.23906	0.08926
4370.31041	0.08891
4368.38177	0.09129
4366.45312	0.09619
4364.52448	0.10280
4362.59583	0.11002
4360.66719	0.11697
4358.73854	0.12304
4356.80990	0.12743
4354.88125	0.12912
4352.95261	0.12760
4351.02396	0.12339
4349.09531	0.11773
4347.16667	0.11200
4345.23802	0.10745
4343.30938	0.10485
4341.38073	0.10429
4339.45209	0.10523
4337.52344	0.10715
4335.59480	0.10984
4333.66615	0.11301
4331.73751	0.11614
4329.80886	0.11853
4327.88022	0.11943
4325.95157	0.11823
4324.02292	0.11498
4322.09428	0.11083
4320.16563	0.10753
4318.23699	0.10650
4316.30834	0.10822
4314.37970	0.11199
4312.45105	0.11604
4310.52241	0.11810
4308.59376	0.11658
4306.66512	0.11145
4304.73647	0.10424
4302.80783	0.09736
4300.87918	0.09308
4298.95054	0.09258
4297.02189	0.09539
